timestamp,tweet_text,all_hashtags
,"- a mix between your grandma and a millennial 
- a slightly nicer book loving Paris Geller 
- Philippians 4:13📚",
2019-10-09 18:05:25,NEW VIDEO!! (I’m really excited about this one y’all) I Wrote A Song About Booktube check it out!… https://t.co/nRSsDq1tKZ,[]
2019-10-09 16:30:11,@MorgyyWorgyy Ahh this is my favorite thing✨,[]
2019-10-09 15:55:53,@fairytaleprotag https://t.co/mLCElESqKg,[]
2019-10-09 15:47:56,@RachaelMarie_BT Hey I love you 💜💜💜,[]
2019-10-09 15:46:50,@girlabtlibrary YESSSSSS oh my gosh I’m so proud!! 💜💜 you’ll have to tell me what you think!!,[]
2019-10-09 03:57:49,@_julialeigh Let me think ... YES!!!,[]
2019-10-09 03:56:52,@littlereadersco And I Oopsie,[]
2019-10-08 00:44:38,@_julialeigh Candy store,[]
2019-10-08 00:20:17,@aphroditereadss https://t.co/imsK8A1QPk,[]
2019-10-07 23:46:46,@xcatherinereads Fruit punch,[]
2019-10-07 21:11:20,@em_likes_books https://t.co/IiJO4Z13J3,[]
2019-10-07 20:09:51,@em_likes_books I 100% agree I read attachments like two years ago and I still think about today 💜,[]
2019-10-07 18:51:13,"@em_likes_books That’s exactly how I’m feeling right now I’m enjoying it, but I don’t know if I’ll read wayward son",[]
2019-10-07 18:38:56,@kerribookbelle https://t.co/Qcwdiw9uvj,[]
2019-10-07 18:38:45,@patronusaurus Lol thanks I appreciate it💜,[]
2019-10-07 18:38:29,@em_likes_books Ahhh did you like it??,[]
2019-10-07 18:10:53,Fine fine book twitter I’ll read it ... https://t.co/CAM75NJSTM,[]
2019-10-07 17:59:43,@julshakespeare I’m always gonna vote for magical realism🤷🏻‍♀️💜,[]
2019-10-07 17:55:28,@tjreadsthestars You’re my little prince https://t.co/NJHTJ97Pw8,[]
2019-10-07 17:49:45,@slytherinreads Sttoooppp 😭,[]
2019-10-07 01:11:12,@mikaauguste SO GOOD!!,[]
2019-10-07 00:53:11,@samreadingg 🙏🏻Woooooowww🙏🏻 https://t.co/zwDUGP87Fu,[]
2019-10-07 00:51:09,@mikaauguste I loooovvvveeeeddd this song 🙌🏻,[]
2019-10-07 00:46:15,@TheOfficial_JND https://t.co/oShtJ2HU7H,[]
2019-10-07 00:40:08,@papercutbook @sleepingcrowns @jordanharveybks @readwithcindy oh my gosh I’m pumped!!,[]
2019-10-06 23:43:25,@littlereadersco 👑🌸🍎,[]
2019-10-06 18:17:49,Asking another Booktuber if they want to buddy read is the more subtle version of asking if they want to be friends 💕,[]
2019-10-05 22:54:19,@yasminthereader HAPPY BIRTHDAY 🎉🎊💜💜,[]
2019-10-05 22:22:28,@jessethereader I know right!? Editing and I have I rocky relationship 😂,[]
2019-10-05 22:19:42,@slytherinreads Lol magic 😉,[]
2019-10-05 17:34:44,Ugh I have an eternal hate to love and love to hate relationship with editing,[]
2019-10-05 17:05:04,@emmaferrierx https://t.co/JRKNRUSkzQ,[]
2019-10-05 17:02:59,@maureenkeavy Oh my gosh I’m so sorry 💜💜 sending you all the love right now,[]
2019-10-05 16:56:40,@toiletteregina Awe wow thank you!!☺️,[]
2019-10-05 16:36:20,@AvgJoeReads WHAT??? You’re my hufflepuff boy ...,[]
2019-10-05 16:34:29,@tjreadsthestars I think we can all agree MOOD!!!,[]
2019-10-05 16:33:51,@alliewithbooks Such a bop,[]
2019-10-05 16:26:04,@karlisbooks @chandlerainsley Wow the libra disrespect over here ... https://t.co/knK4fM43WF,[]
2019-10-05 01:35:45,@xcatherinereads Wow that’s iconic!! We love an artist!! https://t.co/A3b1cS2qr3,[]
2019-10-05 01:33:21,@ettubrody I laughed out load 😂😂 yesssss,[]
2019-10-05 01:31:16,@rhiannonthropp @aIexabe That’s bold coming from an ex bookstagramer ...,[]
2019-10-04 22:42:00,@BooksBitsNBobs Haha good one,[]
2019-10-04 22:40:16,@littlereadersco https://t.co/EaBGd9nZ7C,[]
2019-10-04 22:40:06,@littlereadersco My quote of the day 😂😂,[]
2019-10-04 20:25:51,@GobletOfFiction Ahhh thank you thank you😂,[]
2019-10-04 19:51:45,In this weeks segment of dumb stories with Hannah: https://t.co/J4NNHK9wSg,[]
2019-10-04 18:24:05,@xcatherinereads This perfectly embodies how I feel,[]
2019-10-04 15:14:38,@maureenkeavy Success,[]
2019-10-04 00:20:28,@aphroditereadss 👀👀,[]
2019-10-03 23:59:01,@xonikkee I know right??😂😂,[]
